Borrower,Borrower Trader,Lender,Lender Trader,Term,Volume,Rate,Depo.Repo,Bid.Broker,Ask.Broker,Net,AS_OF_DATE
浦发资管,杨庆彬,建行,矫堃,1,20,1.5,NA,NA,NA,NA,4/1/2020
浦发资管,贺依婷,华安基金,NA,7,1,1.7,NA,NA,NA,NA,4/1/2020
浦发资管,贺依婷,招行,邹萌 资负部,1,1,1.5,NA,NA,NA,NA,4/1/2020
湖北银行,程诗明,宁波银行,赵宇涵,7,7,1.9,NA,NA,NA,NA,4/1/2020
浦发资管,李蕾,招行,张巧栩 资负部,1,10,1.5,NA,NA,NA,NA,4/1/2020
国金证券衍生品部,叶茜茜,合众人寿,NA,1,0.5,1.46,NA,NA,NA,NA,4/1/2020
易方达基金,NA,泉州银行,许汉坡,1,5,1.8,NA,NA,NA,NA,4/1/2020
易方达基金,NA,贵州银行资管,NA,1,7,1.8,NA,NA,NA,NA,4/1/2020
宁波通商银行,NA,江苏银行sh,沈煜,1,5,1.39,NA,NA,NA,NA,4/1/2020
扬州农商,NA,国开,米良,1,3,1.7,NA,NA,NA,NA,4/1/2020
宜兴农商,NA,国开,米良,1,5,1.7,NA,NA,NA,NA,4/1/2020
工银瑞信,NA,光大银行,王培萌,1,20,1.5,NA,NA,NA,NA,4/1/2020
光大银行,王培萌,农行bj,甄志昊,1,50,1.5,depo,NA,NA,NA,4/1/2020
广发基金,NA,光大银行,王培萌,1,10,1.5,NA,NA,NA,NA,4/1/2020
交银施罗德,NA,光大银行,王培萌,1,5,1.5,NA,NA,NA,NA,4/1/2020
光大银行,尹春辉,建行,NA,1,50,1.5,depo,NA,NA,NA,4/1/2020
浦银安盛,NA,光大银行,尹春辉,1,5,1.5,NA,NA,NA,NA,4/1/2020
光大证券,NA,光大银行,尹春辉,1,3,1.5,NA,NA,NA,NA,4/1/2020
广发基金,NA,光大银行,尹春辉,1,5,1.5,NA,NA,NA,NA,4/1/2020
交行,姚怡辰,蒙特利尔,NA,1,2.1,1.403,depo,NA,NA,NA,4/1/2020
交行,姚怡辰,建行,NA,1,40,1.403,depo,NA,NA,NA,4/1/2020
交行,徐昕,citi,熊婧祎,1,7,1.403,depo,NA,NA,NA,4/1/2020
工银瑞信,NA,民生银行,高薪铭,1,1.6,1.2,NA,NA,NA,NA,4/1/2020
交银施罗德,NA,民生银行资管,NA,1,16.5,1.7,NA,NA,NA,NA,4/1/2020
交银施罗德,NA,恒丰银行资管,NA,1,15,1.5,NA,NA,NA,NA,4/1/2020
交银施罗德,NA,恒丰银行资管,NA,1,3.06,1.5,NA,NA,NA,NA,4/1/2020
民生银行资管,NA,国寿养老,NA,7,0.98,1.5,NA,NA,NA,NA,4/1/2020
民生银行资管,NA,国寿养老,NA,7,0.84,1.5,NA,NA,NA,NA,4/1/2020
广发基金,NA,天津银行,NA,1,5,1.6,NA,NA,NA,NA,4/1/2020
工银瑞信,NA,天津银行,NA,1,5,1.6,NA,NA,NA,NA,4/1/2020
江南农商,王洁姣,恩施农商,NA,1,3,1.3,NA,NA,NA,NA,4/1/2020
江南农商,王洁姣,重庆银行,NA,1,5,1.3,NA,NA,NA,NA,4/1/2020
杭州银行,陈璐,重庆银行,NA,1,5,1.3,NA,NA,NA,NA,4/1/2020
方正富邦基金,NA,兴业银行,周平 计财部,1,1.47,1.5,NA,NA,NA,NA,4/1/2020
方正富邦基金,NA,兴业银行,周平 计财部,1,0.9,1.5,NA,NA,NA,NA,4/1/2020
交银施罗德基金,NA,江苏银行sh,沈煜,1,5.66,1.5,NA,NA,NA,NA,4/1/2020
华林证券,NA,招商银行,邹萌 资负部,1,2,1.5,NA,NA,NA,NA,4/1/2020
南京证券,NA,招商银行,邹萌 资负部,1,2,1.5,NA,NA,NA,NA,4/1/2020
海通证券资管,NA,平安银行,徐漫,1,3,1.5,NA,NA,NA,NA,4/1/2020
浦发,王珏 货币市场部,首都银行,NA,1,0.8,1.403,depo,NA,NA,NA,4/1/2020
